run_id,episode_id,drone_id,x_coord,y_coord,orientation,orientation_unscaled,linear_velocity,angular_velocity
00000001,0,0,67.45591067707458,8.838447275425827,1.455921306955932,0,0.1981568213283682,0.3003925707038397
00000001,0,1,83.4880678804582,8.33015107871635,5.897543351132129,0,0.9561792499119549,0.07084092017037544
00000001,0,2,35.226169281207596,41.7891753673198,5.745086336453836,0,0.3617351593101277,0.18870127565507896
00000001,0,3,36.414681649631156,88.27694915892128,0.2950769578999662,0,0.4520115209843196,-0.3003925707038397
00000001,0,4,31.030691465478974,82.07626116482211,1.5930581822767225,0,0.24793801420678044,0.3003925707038397
00000001,0,5,11.25904810199403,78.55954476099333,5.7569769790502106,0,-0.9561792499119549,0.3003925707038397
00000001,0,6,15.311220887813192,24.925925113224814,2.3083395918251415,0,-0.08982797141393155,0.02540685575290452
00000001,0,7,59.02029315255556,13.267502154742765,0.07394659626987314,0,-0.40504621039143296,-0.15099410499958915
00000001,0,8,9.826428714917407,68.83644442801307,2.9989073046006536,0,0.7561667597209862,-0.03114498811987823
00000001,0,9,78.96358048528288,27.779697528115463,4.124771653209158,0,0.9561792499119549,-0.011734206769517442
00000001,0,10,9.822474439985172,47.84539139717179,5.770109056463148,0,-0.9561792499119549,0.17422532256227913
00000001,0,11,28.951961610108764,74.49521632422405,3.8352375413435564,0,-0.9561792499119549,0.1021092051674
00000001,0,12,83.3352735332668,24.687130694953385,1.1137124257168576,0,-0.27600034837940324,0.25154229874028744
00000001,0,13,13.198346307653685,30.57343311609571,1.9882675877530598,0,-0.006368064265423815,0.3003925707038397
00000001,0,14,45.039979192424525,39.567860086386645,6.208817636520173,0,0.848770533286916,-0.3003925707038397
00000001,0,15,65.27010797546971,66.72771026419107,5.987225826230441,0,-0.48711288408215253,-0.3003925707038397
00000001,0,16,19.95448636202288,8.62184141644667,1.2132243878299065,0,-0.6516794331627639,0.3003925707038397
00000001,0,17,30.089896404556164,53.415777687116694,1.4437301234518205,0,-0.9561792499119549,0.3003925707038397
00000001,0,18,25.933164033408318,20.88664204740823,0.5442032978096625,0,0.7682321195045381,0.1867194120813706
00000001,0,19,48.190091094022655,63.245136819586634,0.1586811852346326,0,0.3611787678368782,-0.3003925707038397
00000001,1,0,67.46254390972207,8.910276809417795,1.5011276124686472,0,1.1353887271620537,0.5720622271142073
00000001,1,1,83.52630422806568,8.314770556740704,5.915602326318128,0,-0.01829452671236219,0.2674212074287746
00000001,1,2,35.301968490341416,41.745217891410924,5.770388605294425,0,1.283326043892489,0.30391272347422543
00000001,1,3,36.40440026805564,88.27437441102721,0.2522126193261698,0,-0.5473881326362704,-0.530113303693827
00000001,1,4,31.02952097990622,82.10465637971488,1.6382644877894377,0,0.31291874144426424,0.5720622271142073
00000001,1,5,11.16505823815138,78.61311428033315,5.768642043838569,0,-1.1812764277704078,-0.028722914293472204
00000001,1,6,15.326665268652091,24.90885963251213,2.302197511607733,0,-0.34119804030634454,-0.13011740518441436
00000001,1,7,59.03529327162875,13.268598691608771,0.07642385105614734,0,0.5898627176836982,0.16383620871021398
00000001,1,8,9.714788294103007,68.85312188544326,2.9841254756306856,0,1.4236243262680073,-0.24012827101083312
00000001,1,9,78.92269951965466,27.718356884953096,4.124494666042836,0,0.563860935107557,0.004322561609242401
00000001,1,10,9.69620243610584,47.914384564806234,5.79992818047387,0,-1.8209306240276917,0.39627101822998934
00000001,1,11,29.061647345000093,74.58835131885988,3.8604874119896584,0,-1.8209306240276917,0.3714843858395714
00000001,1,12,83.31768665075845,24.650801996947926,1.1207532384812104,0,-0.5045888341442292,-0.07290222461661398
00000001,1,13,13.189922184620889,30.59192635979744,1.9999326525414192,0,0.36903613542988045,-0.028722914293472204
00000001,1,14,45.173131645160254,39.55554056335653,6.1709333203769505,0,1.7237921060123065,-0.44091196779949954
00000001,1,15,65.25911296392259,66.73107169445093,5.968805160320439,0,0.17946090273990148,-0.09228229265503404
00000001,1,16,19.926628002260554,8.543445722110484,1.2482603456904622,0,-0.9747110805175384,0.3898926466093616
00000001,1,17,30.07456014015376,53.27271262696289,1.4889364289645357,0,-1.8209306240276917,0.5720622271142073
00000001,1,18,26.00718976564948,20.932164791848642,0.5579202177985639,0,0.9487921595386293,0.09796589373835918
00000001,1,19,48.222592638558524,63.25007952850697,0.1470027407083269,0,0.3031018253813837,0.02848325864626165
