run_id,episode_id,reward
00000001,0,-0.33420755315552075
00000001,1,-0.33438865851016814
00000001,2,-0.3346414168487702
00000001,3,-0.33477720385550247
00000001,4,-0.33473418517767006
00000001,5,-0.3348883406184502
00000001,6,-0.3348472653405156
00000001,7,-0.33500954481640577
00000001,8,-0.3349046415379828
00000001,9,-0.33515243284751217
00000001,10,-0.33560465432923786
00000001,11,-0.3356469773446881
00000001,12,-0.3359187399371077
00000001,13,-0.3359186522885774
00000001,14,-0.3365643912426632
00000001,15,-0.3369775608537376
00000001,16,-0.3373297810644943
00000001,17,-0.3370802769876515
00000001,18,-0.3365651757597991
00000001,19,-0.3367360844224222
00000001,20,-0.336740730303606
00000001,21,-0.3364470360773072
00000001,22,-0.3360427998461832
00000001,23,-0.3360461181610033
00000001,24,-0.3360802594563205
00000001,25,-0.33549625095673197
00000001,26,-0.3350510575082781
00000001,27,-0.3356855838851625
00000001,28,-0.33530487912935647
00000001,29,-0.3351662104897175
00000001,30,-0.3349794966901616
00000001,31,-0.33506863979125545
00000001,32,-0.3349178451716256
00000001,33,-0.33445005641311637
00000001,34,-0.33448277040452007
00000001,35,-0.3344310413910164
00000001,36,-0.33480751623239136
00000001,37,-0.3343251626189686
00000001,38,-0.3344753202634919
00000001,39,-0.33417624511133764
00000001,40,-0.33428935752555333
00000001,41,-0.3341144636661097
00000001,42,-0.33399814136143
00000001,43,-0.3335825673228407
00000001,44,-0.3339052743312096
00000001,45,-0.3324134443787595
00000001,46,-0.3320622645832925
00000001,47,-0.33185751533178987
00000001,48,-0.33159730292053224
00000001,49,-0.33093416832395384
00000001,50,-0.3310524965921532
00000001,51,-0.3301782365639233
00000001,52,-0.33049281655375307
00000001,53,-0.3294746187446025
00000001,54,-0.32971803578265135
00000001,55,-0.3295437991565376
00000001,56,-0.32928787988383074
00000001,57,-0.32898915216249425
00000001,58,-0.329525383350706
00000001,59,-0.3298871147565678
00000001,60,-0.3288012444359133
00000001,61,-0.32871726062272943
00000001,62,-0.32871025097419804
00000001,63,-0.3286322073263401
00000001,64,-0.3287510536436037
00000001,65,-0.3291097500869747
00000001,66,-0.3286116755558527
00000001,67,-0.32806239323304803
00000001,68,-0.3284247413682379
00000001,69,-0.32816109254743087
00000001,70,-0.32808603836147154
00000001,71,-0.328192114140859
00000001,72,-0.32803427074356245
00000001,73,-0.32803550238395807
00000001,74,-0.3283701521934709
00000001,75,-0.3281592166409312
00000001,76,-0.3286289749984662
00000001,77,-0.32878205907007363
00000001,78,-0.3287684723549127
00000001,79,-0.3288507778902173
00000001,80,-0.32840742891434277
00000001,81,-0.3292098212041556
00000001,82,-0.32917353492735824
00000001,83,-0.3295738752694243
00000001,84,-0.3296923261142555
00000001,85,-0.33139244545501245
00000001,86,-0.3305857180358823
00000001,87,-0.3314586398005025
00000001,88,-0.3320793171562271
00000001,89,-0.3323936651249515
00000001,90,-0.33305998972898093
00000001,91,-0.333974891857569
00000001,92,-0.333953961935363
00000001,93,-0.33436120825441135
00000001,94,-0.3343232115845252
00000001,95,-0.33449704657584
00000001,96,-0.3343631850091927
00000001,97,-0.3345646418439371
00000001,98,-0.334614849659
00000001,99,-0.33518666483994275
00000001,100,-0.3347279383607498
00000001,101,-0.3351337064707943
00000001,102,-0.3350039705727477
00000001,103,-0.3355400004767077
00000001,104,-0.33512349697504
00000001,105,-0.3352858725766612
00000001,106,-0.33499832143637587
00000001,107,-0.33523823254534857
00000001,108,-0.33502810649760895
00000001,109,-0.3353632842961535
00000001,110,-0.3355865062972471
00000001,111,-0.3360446066379683
00000001,112,-0.3359769683416757
00000001,113,-0.3367433838784569
00000001,114,-0.3373432517402707
00000001,115,-0.3375275191080072
00000001,116,-0.33784459244417864
00000001,117,-0.33870744993773166
00000001,118,-0.33939556217328365
00000001,119,-0.33934012769892696
00000001,120,-0.3395705950737968
00000001,121,-0.3405938782101649
00000001,122,-0.34034488422715725
00000001,123,-0.34031292305049377
00000001,124,-0.3403185622695021
00000001,125,-0.34050416687683327
00000001,126,-0.3406797575559362
00000001,127,-0.34176323236683087
00000001,128,-0.3414746668640934
00000001,129,-0.34192169289700447
00000001,130,-0.3422510910371655
00000001,131,-0.34278770144310666
00000001,132,-0.34288085605477037
00000001,133,-0.3430709821863267
00000001,134,-0.343847167126996
00000001,135,-0.344201692581991
00000001,136,-0.3439350830559789
00000001,137,-0.34421248244005215
00000001,138,-0.3446109907638
00000001,139,-0.3453287361759737
00000001,140,-0.3455214803251511
00000001,141,-0.34584486280529203
00000001,142,-0.34573905420392403
00000001,143,-0.3458931516921761
00000001,144,-0.3456567519387896
00000001,145,-0.3459838700370081
00000001,146,-0.3455445803134174
00000001,147,-0.3455010307525833
00000001,148,-0.34543523041024987
00000001,149,-0.34520751371647684
00000001,150,-0.3454743853914614
00000001,151,-0.34517044360661375
00000001,152,-0.34558794903571444
00000001,153,-0.34537775854534586
00000001,154,-0.3459087858233497
00000001,155,-0.34557287808391857
00000001,156,-0.3455889085350207
00000001,157,-0.3459244043276789
00000001,158,-0.346274817002877
00000001,159,-0.34596224964596556
00000001,160,-0.3460197339398132
00000001,161,-0.34660168588893675
00000001,162,-0.3472198855166713
00000001,163,-0.34752158384693127
00000001,164,-0.3473975269110835
00000001,165,-0.3479748374972421
00000001,166,-0.3488157419790422
00000001,167,-0.34862197759895086
00000001,168,-0.34839032457473496
00000001,169,-0.34862877164193873
00000001,170,-0.34886425727769776
00000001,171,-0.34967561342542725
00000001,172,-0.3495845290434748
00000001,173,-0.34975051323619893
00000001,174,-0.3494127664036508
00000001,175,-0.3493055204889287
00000001,176,-0.3493582330336473
00000001,177,-0.35005009821700195
00000001,178,-0.3497378284529848
00000001,179,-0.35002867217804917
00000001,180,-0.3501442225908338
00000001,181,-0.35006633187919
00000001,182,-0.35067704084189555
00000001,183,-0.35078921281374503
00000001,184,-0.3511021840498725
00000001,185,-0.3512918012214593
00000001,186,-0.35164905950852804
00000001,187,-0.35162032230467377
00000001,188,-0.3516899866266535
00000001,189,-0.35221670537013394
00000001,190,-0.35297912243481944
00000001,191,-0.3534234290229733
00000001,192,-0.3532055233239909
00000001,193,-0.3545163136231017
00000001,194,-0.3545619783156714
00000001,195,-0.35455353877550283
00000001,196,-0.35492701332705867
00000001,197,-0.35485377660288814
00000001,198,-0.3554951142678565
00000001,199,-0.3552564456052875
